GroupId,QuizId,OrganizationId,SchemeOfWorkId
1028,6059,1028-6059-28237,28237
2719,6059,2719-6059-28228,28228
9641,6059,9641-6059-28228,28228
6816,6059,6816-6059-28228,28228
376,6059,376-6059-28228,28228
8562,6059,8562-6059-28237,28237
5704,6059,5704-6059-28237,28237
2336,6059,2336-6059-28228,28228
8627,6059,8627-6059-28228,28228
10718,6059,10718-6059-28228,28228
8273,6059,8273-6059-28228,28228
680,6059,680-6059-28228,28228
11218,6059,11218-6059-28228,28228
9501,6059,9501-6059-28228,28228
288,6059,288-6059-28228,28228
470,6059,470-6059-28237,28237
9226,6059,9226-6059-28228,28228
3427,6059,3427-6059-28228,28228
3726,6059,3726-6059-28228,28228
6094,6059,6094-6059-28228,28228
3261,6059,3261-6059-28228,28228
7285,6059,7285-6059-28228,28228
7701,6059,7701-6059-28237,28237
8004,16555,8004-16555-28228,28228
9158,16555,9158-16555-28228,28228
2258,16555,2258-16555-28228,28228
11342,14193,11342-14193-28237,28237
10600,14193,10600-14193-28228,28228
5089,14193,5089-14193-28228,28228
9427,14193,9427-14193-28237,28237
3461,14193,3461-14193-28228,28228
708,14193,708-14193-28237,28237
4576,14193,4576-14193-28228,28228
9652,14193,9652-14193-28228,28228
8762,14193,8762-14193-28237,28237
4975,14193,4975-14193-28228,28228
11570,14193,11570-14193-28237,28237
1424,14193,1424-14193-28237,28237
9641,14193,9641-14193-28228,28228
964,14193,964-14193-28228,28228
992,14193,992-14193-28237,28237
4808,14193,4808-14193-28237,28237
4864,14193,4864-14193-28237,28237
4335,14193,4335-14193-28237,28237
8987,14193,8987-14193-28237,28237
11612,14193,11612-14193-28228,28228
3817,14193,3817-14193-28237,28237
6202,14193,6202-14193-28228,28228
10914,14193,10914-14193-28237,28237
4329,14193,4329-14193-28228,28228
3171,14193,3171-14193-28228,28228
1086,14193,1086-14193-28237,28237
10266,14193,10266-14193-28228,28228
2313,14193,2313-14193-28228,28228
2762,14193,2762-14193-28228,28228
9158,14193,9158-14193-28228,28228
5426,14193,5426-14193-28237,28237
4246,14193,4246-14193-28228,28228
3930,14193,3930-14193-28228,28228
2566,14193,2566-14193-28228,28228
6791,14193,6791-14193-28228,28228
7915,3493,7915-3493-40959,40959
1134,3493,1134-3493-40959,40959
5438,3493,5438-3493-40959,40959
1065,3493,1065-3493-40959,40959
4975,3493,4975-3493-40959,40959
3538,3493,3538-3493-40959,40959
4390,3493,4390-3493-40959,40959
9652,3493,9652-3493-40959,40959
5530,3493,5530-3493-40959,40959
3524,3493,3524-3493-40959,40959
4044,3493,4044-3493-40959,40959
5239,3493,5239-3493-40959,40959
7974,3493,7974-3493-40959,40959
2729,3493,2729-3493-40959,40959
13,3493,13-3493-40959,40959
1360,3493,1360-3493-40959,40959
11612,3493,11612-3493-40959,40959
8207,3493,8207-3493-40959,40959
3358,3493,3358-3493-40959,40959
10803,3493,10803-3493-40959,40959
6191,3493,6191-3493-40959,40959
4853,3493,4853-3493-40959,40959
11656,3493,11656-3493-40959,40959
10409,3493,10409-3493-40959,40959
6992,3493,6992-3493-40959,40959
2425,3493,2425-3493-40959,40959
1286,3493,1286-3493-40959,40959
998,3493,998-3493-40959,40959
3443,3493,3443-3493-40959,40959
6361,3493,6361-3493-40959,40959
6538,3493,6538-3493-40959,40959
2487,3493,2487-3493-40959,40959
7328,3493,7328-3493-40959,40959
3261,16475,3261-16475-28228,28228
1424,14739,1424-14739-28237,28237
9220,14739,9220-14739-28237,28237
997,14739,997-14739-28237,28237
11342,14739,11342-14739-28237,28237
4808,14739,4808-14739-28237,28237
9990,16475,9990-16475-28228,28228
8987,14739,8987-14739-28237,28237
708,14739,708-14739-28237,28237
11686,14739,11686-14739-28237,28237
4335,14739,4335-14739-28237,28237
5446,14739,5446-14739-28237,28237
1522,14739,1522-14739-28237,28237
10996,14739,10996-14739-28237,28237
5562,16475,5562-16475-28228,28228
8762,14739,8762-14739-28237,28237
2073,14739,2073-14739-28237,28237
7450,14739,7450-14739-28237,28237
8769,16475,8769-16475-28228,28228
5448,14739,5448-14739-28237,28237
1824,14739,1824-14739-28237,28237
6193,14739,6193-14739-28237,28237
3643,14739,3643-14739-28237,28237
3817,14739,3817-14739-28237,28237
9141,14739,9141-14739-28237,28237
3553,16475,3553-16475-28228,28228
6868,16475,6868-16475-28228,28228
8562,14739,8562-14739-28237,28237
992,14739,992-14739-28237,28237
4904,16475,4904-16475-28228,28228
9877,16475,9877-16475-28228,28228
9226,16475,9226-16475-28228,28228
11218,16475,11218-16475-28228,28228
288,16475,288-16475-28228,28228
8627,16475,8627-16475-28228,28228
6093,14739,6093-14739-28237,28237
10914,14739,10914-14739-28237,28237
4865,16475,4865-16475-28228,28228
1850,14739,1850-14739-28237,28237
10527,14739,10527-14739-28237,28237
6440,16475,6440-16475-28228,28228
1086,14739,1086-14739-28237,28237
2336,16475,2336-16475-28228,28228
7068,16475,7068-16475-28228,28228
11302,14739,11302-14739-28237,28237
453,14739,453-14739-28237,28237
10511,14739,10511-14739-28237,28237
6791,16475,6791-16475-28228,28228
10979,648,10979-648-28237,28237
11686,648,11686-648-28237,28237
9652,3562,9652-3562-28228,28228
7309,3562,7309-3562-28228,28228
10263,648,10263-648-28237,28237
8769,648,8769-648-28237,28237
8672,648,8672-648-28237,28237
6021,3562,6021-3562-28228,28228
10753,648,10753-648-28237,28237
1850,648,1850-648-28237,28237
4975,3562,4975-3562-28228,28228
2788,3562,2788-3562-28228,28228
10839,648,10839-648-28237,28237
3171,3562,3171-3562-28228,28228
10527,648,10527-648-28237,28237
3817,16620,3817-16620-28237,28237
8987,16620,8987-16620-28237,28237
9877,16620,9877-16620-28228,28228
9828,16620,9828-16620-28228,28228
1028,16620,1028-16620-28237,28237
9641,16620,9641-16620-28228,28228
4795,16620,4795-16620-28237,28237
2719,16620,2719-16620-28228,28228
9641,16620,9641-16620-28237,28237
6816,16620,6816-16620-28228,28228
376,16620,376-16620-28228,28228
680,16620,680-16620-28228,28228
5704,16620,5704-16620-28237,28237
288,16620,288-16620-28228,28228
8627,16620,8627-16620-28228,28228
10600,16620,10600-16620-28228,28228
10718,16620,10718-16620-28228,28228
8273,16620,8273-16620-28228,28228
6566,16620,6566-16620-28237,28237
8562,16620,8562-16620-28237,28237
3261,16620,3261-16620-28228,28228
7701,16620,7701-16620-28237,28237
3427,16620,3427-16620-28228,28228
6868,16620,6868-16620-28228,28228
9226,16620,9226-16620-28228,28228
9158,16620,9158-16620-28228,28228
6814,16620,6814-16620-28228,28228
10311,16620,10311-16620-28228,28228
7285,16620,7285-16620-28228,28228
6227,16620,6227-16620-28228,28228
8627,14193,8627-14193-28228,28228
11093,14193,11093-14193-28228,28228
3234,14193,3234-14193-28237,28237
5089,4060,5089-4060-28228,28228
4865,4060,4865-4060-28228,28228
9652,4060,9652-4060-28228,28228
6093,4060,6093-4060-28237,28237
1850,4060,1850-4060-28237,28237
7646,4060,7646-4060-28228,28228
3553,4060,3553-4060-28228,28228
10720,4060,10720-4060-28237,28237
6193,4060,6193-4060-28237,28237
4975,4060,4975-4060-28228,28228
2208,4060,2208-4060-28237,28237
1173,4060,1173-4060-28228,28228
10839,4060,10839-4060-28237,28237
11388,4060,11388-4060-28228,28228
8181,4060,8181-4060-28228,28228
11494,4060,11494-4060-28228,28228
470,4060,470-4060-28237,28237
2065,4060,2065-4060-28228,28228
6451,4060,6451-4060-28228,28228
1086,4060,1086-4060-28237,28237
1766,4060,1766-4060-28228,28228
3427,4060,3427-4060-28228,28228
9427,14739,9427-14739-28237,28237
10263,14739,10263-14739-28237,28237
2719,16475,2719-16475-28228,28228
1283,14739,1283-14739-28237,28237
4684,16475,4684-16475-28228,28228
9158,16475,9158-16475-28228,28228
8682,16475,8682-16475-28228,28228
7309,16475,7309-16475-28228,28228
3867,16475,3867-16475-28228,28228
8004,4060,8004-4060-28228,28228
3867,4060,3867-4060-28228,28228
9236,4060,9236-4060-28228,28228
9966,4060,9966-4060-28228,28228
3553,2104,3553-2104-28228,28228
997,13089,997-13089-28237,28237
11342,13089,11342-13089-28237,28237
9427,13089,9427-13089-28237,28237
7068,2104,7068-2104-28228,28228
8987,13089,8987-13089-28237,28237
708,13089,708-13089-28237,28237
9429,13089,9429-13089-28237,28237
9877,2104,9877-2104-28228,28228
11686,13089,11686-13089-28237,28237
5562,2104,5562-2104-28228,28228
8762,13089,8762-13089-28237,28237
7192,2104,7192-2104-28228,28228
7401,13089,7401-13089-28237,28237
11681,13089,11681-13089-28237,28237
10263,13089,10263-13089-28237,28237
1824,13089,1824-13089-28237,28237
1522,13089,1522-13089-28237,28237
5446,13089,5446-13089-28237,28237
6193,13089,6193-13089-28237,28237
6868,2104,6868-2104-28228,28228
964,2104,964-2104-28228,28228
992,13089,992-13089-28237,28237
8627,2104,8627-2104-28228,28228
6202,2104,6202-2104-28228,28228
3817,13089,3817-13089-28237,28237
4864,13089,4864-13089-28237,28237
4335,13089,4335-13089-28237,28237
288,2104,288-2104-28228,28228
4808,13089,4808-13089-28237,28237
10914,13089,10914-13089-28237,28237
6991,2104,6991-2104-28228,28228
3261,2104,3261-2104-28228,28228
1424,13089,1424-13089-28237,28237
4865,2104,4865-2104-28228,28228
1850,13089,1850-13089-28237,28237
7450,13089,7450-13089-28237,28237
10527,13089,10527-13089-28237,28237
9220,13089,9220-13089-28237,28237
6093,13089,6093-13089-28237,28237
11218,2104,11218-2104-28228,28228
9226,2104,9226-2104-28228,28228
9141,13089,9141-13089-28237,28237
1086,13089,1086-13089-28237,28237
5448,13089,5448-13089-28237,28237
2073,13089,2073-13089-28237,28237
192,13089,192-13089-28237,28237
10996,13089,10996-13089-28237,28237
4010,2104,4010-2104-28228,28228
9158,2104,9158-2104-28228,28228
10354,2104,10354-2104-28228,28228
10511,13089,10511-13089-28237,28237
6440,2104,6440-2104-28228,28228
6791,13089,6791-13089-28237,28237
4248,1919,4248-1919-28228,28228
9652,1919,9652-1919-28228,28228
8762,1919,8762-1919-28237,28237
9427,1919,9427-1919-28237,28237
4975,1919,4975-1919-28228,28228
4576,1919,4576-1919-28228,28228
7949,1919,7949-1919-28228,28228
4085,1919,4085-1919-28228,28228
5272,1919,5272-1919-28228,28228
3553,1919,3553-1919-28228,28228
3461,1919,3461-1919-28228,28228
1766,1919,1766-1919-28228,28228
5089,1919,5089-1919-28228,28228
4857,1919,4857-1919-28237,28237
10979,1193,10979-1193-28237,28237
9990,9447,9990-9447-28228,28228
9877,9447,9877-9447-28228,28228
9828,1193,9828-1193-28237,28237
5562,9447,5562-9447-28228,28228
8762,1193,8762-1193-28237,28237
7812,9447,7812-9447-28228,28228
288,9447,288-9447-28228,28228
8987,1193,8987-1193-28237,28237
10718,1193,10718-1193-28237,28237
6868,9447,6868-9447-28228,28228
9427,1193,9427-1193-28237,28237
8627,9447,8627-9447-28228,28228
3817,1193,3817-1193-28237,28237
4085,9447,4085-9447-28228,28228
4248,9447,4248-9447-28228,28228
10753,1193,10753-1193-28237,28237
680,1193,680-1193-28237,28237
3261,9447,3261-9447-28228,28228
6093,1193,6093-1193-28237,28237
7450,1193,7450-1193-28237,28237
6440,9447,6440-9447-28228,28228
1086,1193,1086-1193-28237,28237
9226,9447,9226-9447-28228,28228
9158,9447,9158-9447-28228,28228
2783,9447,2783-9447-28228,28228
1341,648,1341-648-28237,28237
6093,648,6093-648-28237,28237
10914,648,10914-648-28237,28237
6191,3562,6191-3562-28228,28228
2313,3562,2313-3562-28228,28228
10339,3562,10339-3562-28228,28228
6094,3562,6094-3562-28228,28228
11561,3562,11561-3562-28228,28228
4248,7605,4248-7605-28228,28228
9427,7605,9427-7605-28237,28237
7068,7605,7068-7605-28228,28228
3461,7605,3461-7605-28228,28228
8987,7605,8987-7605-28237,28237
4975,7605,4975-7605-28228,28228
7949,7605,7949-7605-28228,28228
6868,7605,6868-7605-28228,28228
9652,7605,9652-7605-28228,28228
8762,7605,8762-7605-28237,28237
7646,7605,7646-7605-28228,28228
3553,7605,3553-7605-28228,28228
11570,7605,11570-7605-28237,28237
8672,7605,8672-7605-28237,28237
4085,7605,4085-7605-28228,28228
10753,7605,10753-7605-28237,28237
288,7605,288-7605-28228,28228
8627,7605,8627-7605-28228,28228
3817,7605,3817-7605-28237,28237
5272,7605,5272-7605-28228,28228
1766,7605,1766-7605-28228,28228
5089,7605,5089-7605-28228,28228
9158,7605,9158-7605-28228,28228
9283,7605,9283-7605-28237,28237
4010,7605,4010-7605-28228,28228
4576,7605,4576-7605-28228,28228
8378,7605,8378-7605-28237,28237
3261,7605,3261-7605-28228,28228
9828,7605,9828-7605-28228,28228
2788,4110,2788-4110-28228,28228
4975,4110,4975-4110-28228,28228
4085,4110,4085-4110-28228,28228
4248,4110,4248-4110-28228,28228
945,4110,945-4110-28228,28228
3726,4110,3726-4110-28228,28228
10263,15433,10263-15433-28237,28237
3817,15433,3817-15433-28237,28237
8987,15433,8987-15433-28237,28237
11342,15433,11342-15433-28237,28237
9877,578,9877-578-28228,28228
11686,15433,11686-15433-28237,28237
4335,15433,4335-15433-28237,28237
708,15433,708-15433-28237,28237
10035,15433,10035-15433-28237,28237
8769,15433,8769-15433-28237,28237
9158,578,9158-578-28228,28228
1028,15433,1028-15433-28237,28237
7417,578,7417-578-28228,28228
6021,578,6021-578-28228,28228
10720,15433,10720-15433-28237,28237
4975,578,4975-578-28228,28228
6566,15433,6566-15433-28237,28237
8627,578,8627-578-28228,28228
5446,15433,5446-15433-28237,28237
9649,15433,9649-15433-28237,28237
2208,15433,2208-15433-28237,28237
10527,15433,10527-15433-28237,28237
2719,578,2719-578-28228,28228
9141,15433,9141-15433-28237,28237
2788,578,2788-578-28228,28228
2313,578,2313-578-28228,28228
4795,15433,4795-15433-28237,28237
9149,17226,9149-17226-28228,28228
11342,2243,11342-2243-28237,28237
7068,2029,7068-2029-28228,28228
3461,2029,3461-2029-28228,28228
8987,2243,8987-2243-28237,28237
708,2243,708-2243-28237,28237
9652,2029,9652-2029-28228,28228
4975,2029,4975-2029-28228,28228
1522,2243,1522-2243-28237,28237
5446,2243,5446-2243-28237,28237
4335,2243,4335-2243-28237,28237
4808,2243,4808-2243-28237,28237
3817,2243,3817-2243-28237,28237
10527,2029,10527-2029-28228,28228
11570,2243,11570-2243-28237,28237
4010,2029,4010-2029-28228,28228
1228,10714,1228-10714-28237,28237
10035,10714,10035-10714-28237,28237
9652,12217,9652-12217-28228,28228
2788,12217,2788-12217-28228,28228
4975,12217,4975-12217-28228,28228
10755,10714,10755-10714-28237,28237
9649,10714,9649-10714-28237,28237
5448,10714,5448-10714-28237,28237
10720,10714,10720-10714-28237,28237
2547,10714,2547-10714-28237,28237
5142,12217,5142-12217-28228,28228
11093,12217,11093-12217-28228,28228
997,11080,997-11080-28237,28237
10600,8364,10600-8364-28228,28228
4865,8364,4865-8364-28228,28228
11302,8364,11302-8364-28228,28228
470,11080,470-11080-28237,28237
8987,11080,8987-11080-28237,28237
3817,11080,3817-11080-28237,28237
1824,11080,1824-11080-28237,28237
11686,11080,11686-11080-28237,28237
9427,11080,9427-11080-28237,28237
4975,8364,4975-8364-28228,28228
2719,8364,2719-8364-28228,28228
5791,8364,5791-8364-28228,28228
3553,8364,3553-8364-28228,28228
8627,8364,8627-8364-28228,28228
11612,8364,11612-8364-28228,28228
10839,11080,10839-11080-28237,28237
6093,11080,6093-11080-28237,28237
9877,8364,9877-8364-28228,28228
2313,11080,2313-11080-28237,28237
6440,8364,6440-8364-28228,28228
1766,8364,1766-8364-28228,28228
9158,8364,9158-8364-28228,28228
5448,11080,5448-11080-28237,28237
2208,11080,2208-11080-28237,28237
4684,8364,4684-8364-28228,28228
4084,8364,4084-8364-28228,28228
6021,11080,6021-11080-28237,28237
3298,1119,3298-1119-28237,28237
7068,9,7068-9-28228,28228
11342,1119,11342-1119-28237,28237
8987,1119,8987-1119-28237,28237
708,1119,708-1119-28237,28237
4010,9,4010-9-28228,28228
7602,1119,7602-1119-28237,28237
9652,9,9652-9-28228,28228
4975,9,4975-9-28228,28228
7382,9,7382-9-28228,28228
964,9,964-9-28228,28228
5446,1119,5446-1119-28237,28237
3817,1119,3817-1119-28237,28237
4335,1119,4335-1119-28237,28237
11612,9,11612-9-28228,28228
4808,1119,4808-1119-28237,28237
10527,9,10527-9-28228,28228
9158,9,9158-9-28228,28228
9141,1119,9141-1119-28237,28237
5518,9,5518-9-28228,28228
5089,11369,5089-11369-28228,28228
9652,11369,9652-11369-28228,28228
4975,11369,4975-11369-28228,28228
6193,11369,6193-11369-28237,28237
470,11369,470-11369-28237,28237
8627,11369,8627-11369-28228,28228
1173,11369,1173-11369-28228,28228
9283,11369,9283-11369-28237,28237
10839,11369,10839-11369-28237,28237
11388,11369,11388-11369-28228,28228
9877,11369,9877-11369-28228,28228
8181,11369,8181-11369-28228,28228
11494,11369,11494-11369-28228,28228
8506,11369,8506-11369-28228,28228
2065,11369,2065-11369-28228,28228
11570,11369,11570-11369-28237,28237
10600,11369,10600-11369-28228,28228
9641,11369,9641-11369-28228,28228
2806,11369,2806-11369-28228,28228
4684,11369,4684-11369-28228,28228
8672,1919,8672-1919-28237,28237
7646,1919,7646-1919-28228,28228
2116,1919,2116-1919-28228,28228
10753,1919,10753-1919-28237,28237
9283,1919,9283-1919-28237,28237
11703,1919,11703-1919-28228,28228
6962,1919,6962-1919-28228,28228
2048,6040,2048-6040-28228,28228
5089,6040,5089-6040-28228,28228
4975,6040,4975-6040-28228,28228
9877,6040,9877-6040-28228,28228
9652,6040,9652-6040-28228,28228
10263,6040,10263-6040-28237,28237
2719,6040,2719-6040-28228,28228
6193,6040,6193-6040-28237,28237
1778,6040,1778-6040-28228,28228
11686,6040,11686-6040-28237,28237
8563,6040,8563-6040-28228,28228
1173,6040,1173-6040-28228,28228
10839,6040,10839-6040-28237,28237
8273,6040,8273-6040-28228,28228
4329,6040,4329-6040-28228,28228
11218,6040,11218-6040-28228,28228
3171,6040,3171-6040-28228,28228
4808,6040,4808-6040-28237,28237
2208,6040,2208-6040-28237,28237
470,6040,470-6040-28237,28237
2065,6040,2065-6040-28228,28228
2806,6040,2806-6040-28228,28228
6790,6040,6790-6040-28237,28237
1086,6040,1086-6040-28237,28237
5089,9447,5089-9447-28228,28228
11302,9447,11302-9447-28228,28228
10839,8751,10839-8751-28237,28237
9427,8751,9427-8751-28237,28237
1824,8751,1824-8751-28237,28237
8506,8751,8506-8751-28228,28228
470,8751,470-8751-28237,28237
1778,8751,1778-8751-28228,28228
11686,8751,11686-8751-28237,28237
10263,8751,10263-8751-28237,28237
4795,8751,4795-8751-28237,28237
1028,8751,1028-8751-28237,28237
5448,8751,5448-8751-28237,28237
5446,8751,5446-8751-28237,28237
10527,8751,10527-8751-28237,28237
7417,8751,7417-8751-28228,28228
8087,8751,8087-8751-28237,28237
10979,8751,10979-8751-28237,28237
10753,8751,10753-8751-28237,28237
9652,8751,9652-8751-28228,28228
6451,8751,6451-8751-28228,28228
4248,8751,4248-8751-28228,28228
10914,8751,10914-8751-28237,28237
4865,8751,4865-8751-28228,28228
2313,8751,2313-8751-28228,28228
2208,8751,2208-8751-28237,28237
9141,8751,9141-8751-28237,28237
2630,8751,2630-8751-28237,28237
9343,8751,9343-8751-28237,28237
3261,6611,3261-6611-28228,28228
2116,6611,2116-6611-28228,28228
4248,6611,4248-6611-28228,28228
4085,6611,4085-6611-28228,28228
9501,6611,9501-6611-28228,28228
9828,6611,9828-6611-28228,28228
9652,6611,9652-6611-28228,28228
6331,6611,6331-6611-28237,28237
10718,6611,10718-6611-28228,28228
6868,6611,6868-6611-28228,28228
4975,6611,4975-6611-28228,28228
9226,6611,9226-6611-28228,28228
680,6611,680-6611-28228,28228
10914,6611,10914-6611-28237,28237
6440,6611,6440-6611-28228,28228
11418,6611,11418-6611-28228,28228
288,6611,288-6611-28228,28228
11302,6611,11302-6611-28228,28228
780,6611,780-6611-28237,28237
7812,6059,7812-6059-28228,28228
9158,6059,9158-6059-28228,28228
6814,6059,6814-6059-28228,28228
3261,5470,3261-5470-28228,28228
3461,5470,3461-5470-28228,28228
4975,5470,4975-5470-28228,28228
6868,5470,6868-5470-28228,28228
2073,5470,2073-5470-28237,28237
9158,5470,9158-5470-28228,28228
6193,5470,6193-5470-28237,28237
288,5470,288-5470-28228,28228
4010,5470,4010-5470-28228,28228
3867,5470,3867-5470-28228,28228
6440,5470,6440-5470-28228,28228
1736,5470,1736-5470-28228,28228
9226,5470,9226-5470-28228,28228
10266,5470,10266-5470-28228,28228
192,5470,192-5470-28237,28237
11302,5470,11302-5470-28228,28228
10511,5470,10511-5470-28237,28237
7310,5470,7310-5470-28237,28237
4865,10352,4865-10352-28228,28228
4248,10352,4248-10352-28228,28228
5089,10352,5089-10352-28228,28228
1780,10352,1780-10352-28228,28228
7949,10352,7949-10352-28228,28228
9652,10352,9652-10352-28228,28228
7646,10352,7646-10352-28228,28228
4975,10352,4975-10352-28228,28228
376,10352,376-10352-28228,28228
3553,10352,3553-10352-28228,28228
4085,10352,4085-10352-28228,28228
5272,10352,5272-10352-28228,28228
8004,10352,8004-10352-28228,28228
10839,10352,10839-10352-28237,28237
11388,10352,11388-10352-28228,28228
680,10352,680-10352-28228,28228
6191,10352,6191-10352-28228,28228
10718,10352,10718-10352-28228,28228
7450,10352,7450-10352-28237,28237
7790,10352,7790-10352-28228,28228
1766,10352,1766-10352-28228,28228
2806,10352,2806-10352-28228,28228
